Date,Ticker,Open,High,Low,Close,Volume
2023-01-03 00:00:00-05:00,AAPL,128.4681939201586,129.07956676089162,122.44316513126005,123.33065032958984,112117500
2023-01-04 00:00:00-05:00,AAPL,125.12535029654666,126.87073926087292,123.34052422952556,124.60272216796875,89113600
2023-01-05 00:00:00-05:00,AAPL,125.36200610905166,125.99310505602139,123.02497040718632,123.2813491821289,80962700
2023-01-06 00:00:00-05:00,AAPL,124.25759364277924,128.47806338393755,123.15316666234692,127.8173828125,87754700
2023-01-09 00:00:00-05:00,AAPL,128.6555533163335,131.55466910779157,128.08361757784448,128.33999633789062,70790800
2023-01-10 00:00:00-05:00,AAPL,128.44844617850507,129.43453900512318,126.33820813140562,128.9119110107422,63896200
2023-01-11 00:00:00-05:00,AAPL,129.4246914378982,131.6532559460779,128.64568467754964,131.633544921875,69458900
2023-01-12 00:00:00-05:00,AAPL,132.01813716022232,132.39284227281698,129.6120678053339,131.55467224121094,71379600
2023-01-13 00:00:00-05:00,AAPL,130.1938350469048,133.04364272167805,129.82898551497536,132.8858642578125,57809700
2023-01-17 00:00:00-05:00,AAPL,132.95492042575748,135.38070076927318,132.26465833803292,134.0494842529297,63646600
2023-01-18 00:00:00-05:00,AAPL,134.91724588612811,136.68234566241608,133.15213106325567,133.3296356201172,69672800
2023-01-19 00:00:00-05:00,AAPL,132.21535608370812,134.3551761664197,131.90966964997585,133.38880920410156,58280400
2023-01-20 00:00:00-05:00,AAPL,133.3986594670003,136.10055969629155,132.3534032973474,135.95263671875,80223600
2023-01-23 00:00:00-05:00,AAPL,136.19914460303502,141.32683964763805,135.9822029643826,139.14756774902344,81760300
2023-01-24 00:00:00-05:00,AAPL,138.35867856319985,141.169049065949,138.34882305195495,140.5478057861328,66435100
2023-01-25 00:00:00-05:00,AAPL,138.93064978868992,140.44922647148869,136.87957443059517,139.8871612548828,65799300
2023-01-26 00:00:00-05:00,AAPL,141.17892492583348,142.24390711048304,139.9265826744515,141.95794677734375,54105100
2023-01-27 00:00:00-05:00,AAPL,141.16907645645273,145.18246711281154,141.09018721144076,143.90054321289062,70555800
2023-01-30 00:00:00-05:00,AAPL,142.9440557695909,143.52584706043817,140.863398823187,141.0113067626953,64015300
2023-01-31 00:00:00-05:00,AAPL,140.71548650765396,142.33267863745013,140.3013291990389,142.2833709716797,65874500
2023-02-01 00:00:00-05:00,AAPL,141.967813832125,144.57109881294525,139.35467333783802,143.40750122070312,77663600
2023-02-02 00:00:00-05:00,AAPL,146.82922262442523,149.07751316889315,146.10937904089744,148.7225341796875,118339000
2023-02-03 00:00:00-05:00,AAPL,145.97131216518497,155.19128562284567,145.77409661965578,152.35133361816406,154357300
2023-02-06 00:00:00-05:00,AAPL,150.4482178700856,150.97084596204795,148.68310295478358,149.61988830566406,69858300
2023-02-07 00:00:00-05:00,AAPL,148.54505515759215,153.07121860652774,148.54505515759215,152.49928283691406,83322600
2023-02-08 00:00:00-05:00,AAPL,151.7399690202295,152.4302309897519,149.06765083879986,149.80722045898438,64120100
2023-02-09 00:00:00-05:00,AAPL,151.64135380753217,152.1837078719676,148.3280813053058,148.77182006835938,56007100
2023-02-10 00:00:00-05:00,AAPL,147.60648709847575,149.46316214008027,147.3694580195322,149.1372528076172,57450700
2023-02-13 00:00:00-05:00,AAPL,149.07803214606548,152.34698168180233,149.04840538836572,151.94207763671875,62199000
